mean_ss_tvd,mean_ss_easting,mean_ss_northing,on_prod_date,frac_start_date,calc_completed_length_m,mean_proppant_per_stage_t,calc_total_proppant_t,total_gas_injected_m3,mean_fluid_per_stage_m3,calc_total_fluid_m3,avg_stage_length,avg_stage_spacing,mean_rate_m3_min,mean_stage_duration_min,mean_breakdown_mpa,mean_isip_mpa,fluid_intensity_comp_length_m3_m,proppant_intensity_comp_length_t_m,frac_duration_days,breakdown_isip_ratio,min_midpoint_dist,horiz_wells_in_10km,first_order_residual,isotherm,paleozoic_structure,raw_montney_top,third_order_residual,n_quakes
-992.8191667000001,544530.6208,6334244.92,44162440022.724625,44055661649.45208,2254.384615,156.4615385,2034.0,0,1726.4692309999998,22444.1,112.88461540000002,156.8846154,7.930769231,222.99996910000002,34.39230769,23.93333333,9.955754598,0.902241785,17,1.4370045,4225.386605,4,-54.05992629,77.89873013,-1078.282309,1816.9410739999998,78.77499901,0
-1055.6950630000001,533482.211,6326948.2020000005,44247315139.94127,44176129557.75957,1565.555556,175.0,1575.0,0,1337.988889,12041.9,112.05555559999999,149.5,9.9,135.1589658,27.22222222,28.45555556,7.691774307999999,1.006032647,12,0.9566575559999999,202.764607,12,54.48431851,82.90966608,-1283.658826,1975.107509,181.7264945,0
-1065.917129,539107.8755,6327611.973999999,44247315139.94127,44230887697.89934,1689.7777780000001,173.33333330000002,1560.0,0,1662.8,14965.2,139.27777780000002,159.5555556,8.544444444,198.7996936,59.44444444,28.15555556,8.856312467,0.923198317,14,2.111286504,2886.204878,10,-105.18166670000001,86.08459814,-1093.84086,1942.195185,19.01504179,0
-1052.187679,536035.4003,6332643.772999999,44666214912.01051,44630622120.91966,1598.666667,150.77777780000002,1357.0,0,1590.6,14315.4,113.66666670000001,153.36111110000002,8.822222222,184.376832,36.62222222,26.73333333,8.954587156,0.84883236,10,1.3699085619999998,11.06397056,14,-114.13328440000001,80.7557538,-1067.890627,1828.469442,22.14836756,4
-1270.0215,533809.7811,6311405.66,45000239566.86311,44682642354.052444,2104.945,91.551,1831.02,0,638.32,12766.4,99.245,95.2075,8.88,78.93579761,61.405,27.88,6.064956567,0.869865958,4,2.2024748919999997,64.88734665,9,-28.29274857,79.18268616,-1294.687749,1979.634181,68.65671564,0
-962.4360417000001,525589.5778,6357417.688999999,44329452350.150925,44165177929.73161,1659.0,164.78666669999998,1483.08,0,1425.133333,12826.2,119.5,157.66666669999998,8.244444443999999,176.0924187,57.14444444,20.92222222,7.731283906,0.8939602170000001,14,2.731279873,9.987024943,7,-60.03713483,77.98211975,-1017.9825289999999,1909.7758820000001,134.8246809,1
-761.3064582999999,574035.4258,6327497.78,43833891181.88601,43822939553.858055,1754.796875,50.0621875,1601.99,0,323.5375,10353.2,51.296875,51.178125,9.1875,40.67219267,29.6375,20.1,5.899942123,0.912920477,4,1.4745024880000002,0.0,0,-59.95724472,80.47007104,-977.5762469,1619.787511,38.69189987,0
-775.95,574096.6457,6327806.834,46582749816.902466,46566322374.860535,1802.25,60.0,1800.0,0,347.5833333,10427.5,0.25,59.98833333,7.94,47.61261664,29.04666667,19.83333333,5.785823276,0.998751561,2,1.464537815,312.3825587,8,-59.22355849,80.09597522,-976.1984159,1616.68845,39.84980268,0
-810.9053271,533320.1016,6350405.536,44247315139.94127,44154226301.70366,1689.5,101.15,1011.5,0,1429.51,14295.1,123.0,144.9,9.55,148.7568631,30.27777778,29.93,8.46114235,0.59869784,16,1.011619705,0.0,0,-125.86717420000001,79.18508079,-959.2997284,1792.923554,47.16978466,17
-870.9868478,554055.0157,6327077.709,43916028392.095665,43683306296.50164,1613.61875,100.311875,1604.99,0,644.38125,10310.1,94.91875,84.59375,6.9375,98.54240005,36.50625,22.23125,6.38942749,0.994652547,13,1.642114141,2170.686651,4,-72.41636428,74.36110218,-1060.2166949999998,1733.226243,40.07625195,0
-926.5209804,525579.079,6339451.717999999,44162440022.724625,44044710021.424126,2046.7555559999998,163.11111110000002,1468.0,0,1484.444444,13360.0,215.25555559999998,158.27777780000002,9.777777777999999,152.882206,33.84444444,59.52222222,6.5274038039999995,0.7172326929999999,15,0.568601829,23.23301935,4,-71.34216433,74.88380275,-1117.67339,1866.112338,86.95439005,7
-1048.3830150000001,528127.4307,6338198.651000001,44162440022.724625,43935193741.144585,1642.55,99.0625,792.5,0,1717.5375,13740.3,154.05,170.75625,9.3,187.3448755,39.65,33.5125,8.365224803,0.48248150700000003,10,1.183140619,200.6899531,8,-74.14582658,78.59864402,-1110.461064,1945.776607,79.65475356,0
-958.7046296,565484.1423,6321643.146000001,44329452350.150925,43935193741.144585,1799.17,85.5005,1710.01,0,580.745,11614.9,89.07,80.9175,7.41,78.27732913,40.37,43.205,6.455699017000001,0.9504438159999999,11,0.934382595,0.0,0,-66.05613904,67.28159985,-1047.499558,1736.910422,28.97601274,0
-1115.4318560000002,553073.0279,6308655.881,43916028392.095665,43954359090.193504,1626.333333,165.5111111,1489.6,0,1489.233333,13403.1,114.83333329999999,150.5,10.36666667,145.0643275,59.27777778,29.58888889,8.241299447000001,0.915925395,5,2.003379647,3379.836958,2,-44.48443952,75.40200779999999,-1207.044908,1902.427073,35.78844286,0
-810.3073053999999,526614.9041,6354113.164,44329452350.150925,44093992347.54992,1678.3333329999998,176.11111110000002,1585.0,0,1243.4555560000001,11191.1,119.83333329999999,160.4444444,9.211111111000001,135.718472,39.6,22.06666667,6.667984111,0.944389275,14,1.794561934,4.682564416,7,-95.14736089,74.52862356,-998.6508846,1807.557775,91.80205103,5
-889.136732,526502.4267,6353948.125,44329452350.150925,44093992347.54992,1554.1,125.2777778,1127.5,0,1842.4666670000001,16582.2,106.6,148.41666669999998,8.811111111,209.73365299999998,39.26666667,29.85555556,10.66996976,0.72550029,14,1.315221437,204.7315379,7,-92.87780323,74.31182982,-1002.36542,1804.3518370000002,93.88424424,5
-799.2841667,536144.2293,6365761.323,43916028392.095665,43937931648.15157,1901.6483870000002,44.71064516,1386.03,0,399.8677419,12395.9,49.6483871,58.82580645,10.05483871,43.49247721,39.26451613,26.78571429,6.518502623,0.728857138,25,1.465875269,5950.649420000001,3,-80.20296791,66.00769905,-896.607145,1640.153592,120.01982620000001,0
-1046.217926,560894.4979,6308452.954,43916028392.095665,43946145369.17254,1935.663636,117.7545455,1295.3,0,1674.836364,18423.2,113.1636364,157.7727273,8.372727272999999,200.00306650000002,35.01818182,30.09090909,9.517769334,0.669176181,38,1.163746224,210.31630719999998,7,-52.29099161,75.61687992,-1163.995677,1856.5112980000001,23.57482415,1
-826.1117172,525594.4618,6357405.87,44329452350.150925,44165177929.73161,1680.355556,158.90444440000002,1430.14,0,1154.333333,10389.0,119.85555559999999,160.0,9.0,128.5867935,56.23333333,23.22222222,6.18262008,0.8510936840000001,13,2.4215311,9.987024943,7,-59.83373783,77.98423137,-1018.226664,1909.9157710000002,135.0241517,1
-1026.346016,553056.2448,6312148.846,44247315139.94127,44195294906.80849,1871.7,128.3,1283.0,0,1511.09,15110.9,121.2,162.9,8.27,183.8535217,55.49,30.73,8.073355773,0.6854730990000001,14,1.805727302,196.62594719999998,2,-80.68545490000001,79.23256366,-1148.82222,1834.462021,6.157699645,0
-1003.845276,527839.4132,6349916.973999999,44666214912.01051,44668952819.0175,1592.583333,110.025,1320.3,0,1372.116667,16465.4,101.58333329999999,114.33333329999999,8.091666667,165.7807521,59.14166667,27.75833333,10.33879964,0.8290304009999999,13,2.130591414,23.43529533,6,-120.56112140000002,72.67190529,-993.2833929999999,1741.669253,56.81409039,1
-942.8954838999999,555605.8829999999,6341284.315,44748352122.22017,44638835841.94063,1615.888889,175.01,1575.09,0,1275.733333,11481.6,110.0888889,154.5444444,8.0,159.7066284,55.03333333,24.16666667,7.105439043,0.9747514270000001,12,2.277241379,228.02648709999997,7,-46.63748728,76.44423166,-990.5765058000001,1708.663101,89.56692986,0
-724.0233057999999,546145.254,6354665.377,44162440022.724625,44137798859.66173,1736.8,175.0,1750.0,0,1242.09,12420.9,112.3,151.2,10.19,122.69238100000001,57.41,21.23,7.151600645,1.007600184,13,2.7041921810000003,29.53826284,9,-72.05657291,73.44675219,-926.4195732999999,1661.0307109999999,97.07435406,0
-896.8752,536020.6429999999,6332669.973999999,44666214912.01051,44636097934.93364,1653.4222220000001,175.27777780000002,1577.5,0,1498.255556,13484.3,117.92222220000001,157.7888889,9.377777777999999,160.0781226,29.78888889,25.18888889,8.155388151,0.95408177,6,1.182620203,11.06397056,14,-114.28157709999999,80.74112966,-1067.699212,1828.1124539999998,22.01870585,4
-970.5195960000001,536186.341,6332780.882999999,44666214912.01051,44633360027.92665,1576.9,63.08333333,757.0,0,1529.258333,18351.1,107.5,113.45416670000002,8.3,178.0617456,33.69166667,33.95,11.63745323,0.48005580600000003,7,0.992390771,213.2641545,14,-114.7514128,80.84363562,-1065.7475630000001,1827.836753,21.63207601,4
-1144.864333,534536.666,6321652.197000001,44247315139.94127,44241839325.92729,1556.666667,74.47777778,670.3,0,1637.388889,14736.5,111.16666670000001,147.27777780000002,7.177777777999999,226.0507831,53.13333333,35.33333333,9.466702355,0.43059957200000004,8,1.503773585,199.2417749,13,79.22356578,86.50392729,-1335.97849,2097.129139,195.5669055,1
-753.3380434999999,555613.3629,6341306.755,48666297049.220726,44638835841.94063,1615.555556,174.85555559999997,1573.7,0,1270.7111109999998,11436.4,115.55555559999999,154.1944444,8.088888889,157.22428359999998,52.13333333,26.13333333,7.078927097999999,0.97409216,12,1.994897959,24.08787069,24,-46.62854028,76.44786969,-990.4510024,1708.4679449999999,89.59725919,0
-856.8278947000001,555782.9377,6341413.425,44748352122.22017,44636097934.93364,1561.666667,174.34222219999998,1569.08,0,1248.588889,11237.3,112.26666670000002,148.9388889,8.033333333,155.727678,49.21111111,26.26666667,7.195709712,1.004747065,12,1.8735194590000002,228.02648709999997,7,-46.72545147,76.45726845,-989.0489774,1705.8149600000002,89.5113423,0
-973.9048528999999,551574.5194,6363356.584,44162440022.724625,44167915836.7386,985.22,103.0,1030.0,0,781.52,7815.2,1.22,98.285,8.49,94.77951081,31.05555556,23.1875,7.932441485,1.045451777,9,1.3393231509999999,36.07713341,2,-71.76974318,74.51452567,-847.5665601,1612.657749,107.3456604,0
-811.2338462,551575.1645,6363348.079,44162440022.724625,44173391650.75258,972.69,117.499,1174.99,0,749.04,7490.4,1.19,97.035,8.09,98.35177723,32.63,23.02,7.700706289,1.207979932,2,1.417463076,36.07713341,2,-71.78426991,74.41952714,-847.5037487,1612.5661599999999,107.4094916,0
-733.5339822999999,552981.6934,6361732.7129999995,47248061219.60068,47234371684.565735,1983.1885710000001,67.02514286,2345.88,0,391.9714286,13719.0,0.18857142899999998,56.61,9.904,33.82967818,37.40322581,5.408333333,6.917647771,1.182882976,12,6.915850688,1282.888922,14,-69.44305274,78.96021847,-853.2678073999999,1617.687058,105.38089709999998,0
-731.8510317,551771.7102,6364313.965,47916110529.30587,47869566110.187065,2500.8341179999998,29.99011765,2549.16,0,176.4576471,14998.9,1.9341176469999999,29.37529412,6.211764706,29.83279506,41.22705882,20.020238100000004,5.9975589320000005,1.019323906,4,2.0592691569999997,779.5960046,19,-70.71140417,75.10706845,-841.7049227,1607.977673,110.0005914,0
-730.2187156,551467.932,6363130.732999999,44581339794.79387,44540271189.68904,900.2,55.79411765,948.5,0,585.8588235000001,9959.6,0.1,52.94117647,0.0,0.0,34.35,22.86,11.06376361,1.053654743,10,1.5026246719999998,225.29712039999998,6,-72.09223803,74.12507798,-849.0374236,1613.535257,106.86274479999999,0
-730.427931,551407.8671,6362881.0139999995,44581339794.79387,44540271189.68904,951.2,50.23529412,854.0,0,551.0411765,9367.7,0.1,55.94117647,0.0,0.0,0.0,17.7,9.848296888,0.8978132879999999,6,0.0,279.2678779,6,-72.30541635,74.08445059,-850.4763031,1614.4655460000001,106.3182287,0
-730.2203529,551132.1576,6362863.344,44581339794.79387,44556698631.73097,1081.2,54.94117647,934.0,0,468.28235290000003,7960.8,0.1,63.58823529,0.0,0.0,32.16470588,20.6,7.362930078,0.8638549759999999,2,1.561393489,298.1032914,6,-72.58083951,73.16806035,-851.5746330000001,1614.611567,106.38383130000001,0
-1081.663824,543428.1411,6320704.028,44581339794.79387,44529319561.66109,1666.633333,143.22222219999998,1289.0,0,1710.8222219999998,15397.4,124.23333329999998,158.9388889,8.666666667000001,201.7553259,33.24444444,32.95555556,9.238624772,0.7734154679999999,9,1.008766015,200.4246874,12,-57.53803107,81.57971912,-1163.564423,1948.7219739999998,51.05206919,13
-1085.8668369999998,535187.7322,6330149.378,44748352122.22017,44707283517.11534,1730.888889,160.5555556,1445.0,0,1822.766667,16404.9,125.8888889,165.13888889999998,9.533333333,191.8688591,40.84444444,30.96666667,9.477731416000001,0.834831172,2,1.3189809829999999,207.95906369999997,14,-56.52420783,82.14613265,-1144.752115,1894.024955,75.85489925,0
-720.7034375,557594.7372,6356929.386,44329452350.150925,44386948397.29768,1181.5,120.16666670000001,1442.0,0,608.6666667000001,7304.0,0.1,98.44166667,8.0,76.08333333,31.55,22.55,6.1819720689999995,1.220482438,1,1.399113082,0.0,0,-51.306106,75.36504126,-879.6171911,1623.473007,110.40926340000001,0
-807.8227102999999,556519.6478,6358518.017000001,44414327467.36757,44392424211.31166,1339.4,96.13333333,1442.0,0,549.98,8249.7,0.1,89.28,7.733333332999999,66.25480337,29.19285714,28.55,6.159250411,1.076601463,6,1.022516888,49.99647425,2,-55.30509223,76.01280365,-870.8566845,1625.183961,110.2542646,0
-657.9239091,556491.4395,6358568.227999999,44414327467.36757,44397900025.32564,1371.613333,95.13333333,1427.0,0,634.9733332999999,9524.6,6.713333333,90.98666667,9.12,69.93292571,29.73333333,27.16666667,6.944085311,1.0403806709999999,3,1.094478528,49.99647425,2,-55.41057549,76.02634542,-870.5920754000001,1625.013409,110.24421729999999,0
-886.7547009,554445.0920000001,6327244.167,44085778626.52895,44072089091.49401,1864.3476190000001,85.71714286,1800.06,0,523.7095237999999,10997.9,88.04761905,80.40714286,5.9619047620000005,92.33225312,37.92380952,23.27619048,5.899060822999999,0.965517365,17,1.6292962359999998,467.2759779,5,-75.42962783,75.43213545,-1054.489057,1735.7613789999998,36.98298739,0
-1014.948558,543514.4615,6320879.708,44581339794.79387,44529319561.66109,1530.055556,125.66666670000001,1131.0,0,1653.122222,14878.1,109.35555559999999,146.12222219999998,8.322222222,202.5086695,30.57777778,33.14444444,9.723895283,0.7391888459999999,10,0.92256118,200.4246874,13,-57.20339297,81.26483799,-1162.487927,1939.275439,51.6188311,14
-951.5166116,543420.1802,6320714.204,45914700507.19727,45859942367.0575,1464.516667,85.39555556,1537.12,0,1331.2888890000002,23963.2,1.016666667,80.84166667,9.711111111000001,142.5379864,50.78888889,28.5,16.36253144,1.049574945,3,1.782066277,5.591869859,20,-57.44579424,81.56948729,-1163.633299,1948.6420670000002,51.14069787,8
-943.1483494999999,535204.512,6330117.337,44833227239.43681,44715497238.13631,1688.144444,175.0,1575.0,0,1095.933333,9863.4,120.24444440000002,161.6166667,9.455555556,116.1932858,33.27777778,26.82222222,5.842746474,0.9329770359999999,2,1.24067937,16.66195011,17,-56.254286,82.16424246,-1145.109232,1894.579695,76.09666159,1
-1010.221758,535005.0036,6330066.875,44748352122.22017,44720973052.15028,1599.111111,165.33333330000002,1488.0,0,1628.755556,14658.8,114.1111111,152.36111110000002,9.755555556000001,167.20184419999998,35.56666667,30.21111111,9.16684269,0.930516954,2,1.177271056,207.95906369999997,15,-50.55638594,81.89658142,-1152.114454,1891.3196269999999,81.78687359,1
-1013.211132,539356.2275,6321195.317000001,43916028392.095665,43899600950.053734,1597.555556,118.33333329999999,1065.0,0,1975.2,17776.8,115.05555559999999,152.0,9.688888889,205.951702,56.5,30.05555556,11.12750035,0.666643483,13,1.8798521259999998,217.2243895,8,-64.8541288,80.50327004,-1172.341676,1874.2760460000002,47.21239739,0
-884.4428049,533243.4535,6350212.717,44748352122.22017,44165177929.73161,1580.888889,119.83333329999999,1078.5,0,1718.855556,15469.7,108.3888889,151.5,9.577777778,183.2846563,25.11111111,25.26666667,9.785444195,0.682211133,13,0.993843448,193.2732842,6,-126.6953696,79.06931319,-959.9064695000001,1792.035115,46.19084315,17
-869.9219565,529859.11,6354724.074,44748352122.22017,44679904447.045456,1607.444444,171.89,1547.01,0,1494.944444,13454.5,114.44444440000001,153.08333330000002,8.488888889,177.0477531,50.03333333,24.57777778,8.3701182,0.962403401,13,2.035714286,25.74754219,15,-134.4235651,76.58162678,-940.0242619999999,1787.831425,50.83457224,7
-869.0166667000001,545047.3534,6324336.161,44414327467.36757,44110419789.59185,1680.611111,178.5555556,1607.0,0,1306.066667,11754.6,120.1111111,160.0555556,8.622222222000001,152.6945533,31.42222222,24.21111111,6.9942415129999995,0.956199795,13,1.297843047,22.20439194,11,-63.46231571,79.8993338,-1127.964531,1828.534563,50.38190384,0
-952.7176471000001,545224.3593,6324418.52,44414327467.36757,44113157696.59884,1564.222222,129.61111110000002,1166.5,0,1578.511111,14206.6,113.7222222,149.61111110000002,8.477777778,185.9861832,34.27777778,29.63333333,9.082213383,0.7457380309999999,11,1.1567304090000001,196.8771286,11,-62.38159339,79.82251257,-1127.774956,1826.151709,51.50589622,0
-831.9564953,544478.3176,6334310.367000001,44748352122.22017,44055661649.45208,2286.666667,165.66666669999998,1988.0,0,1463.45,17561.4,124.16666670000001,170.16666669999998,8.458333332999999,174.2913189,30.68333333,24.975,7.679912536000001,0.869387755,18,1.228561895,67.59334934,13,-54.01002262,77.93859698,-1078.200191,1816.3450260000002,78.93824611,0
-763.4085227,539826.0726,6367295.146000001,44666214912.01051,44641573748.94762,1680.8275859999999,57.12344828,1656.58,0,380.31034480000005,11029.0,55.02758621,54.15689655,9.651724137999999,41.91250502,50.51517241,35.05,6.561648612999999,0.9855740190000001,5,1.4412317380000002,3967.782236,5,-74.01923212,69.24360975,-875.7638016000001,1525.607639,125.29181059999999,0
-897.0624731,553545.4484,6346002.097,44581339794.79387,44600505143.84279,1290.357143,159.4285714,1116.0,0,1338.9,9372.3,119.8571429,151.0,8.742857143,152.9817182,35.87142857,25.75714286,7.263337946,0.864876834,7,1.392678869,24.04057883,3,-47.03880987,74.38845748,-970.533068,1641.6907720000002,99.51710549,2
-996.3060465,548574.2138,6319550.355,44666214912.01051,44710021424.12233,1711.3333329999998,134.13888889999998,1207.25,0,1614.266667,14528.4,133.8333333,161.27777780000002,9.788888888999999,166.1557741,56.46666667,24.21111111,8.489520841000001,0.705444098,4,2.3322625059999997,238.21305759999998,7,-71.63543609999999,76.48356203,-1133.042328,1938.016014,31.17535597,4
-913.5455824999999,544706.3092,6334338.347,44748352122.22017,44058399556.45907,2053.7,98.26923077,1277.5,0,1600.038462,20800.5,108.2,140.2846154,8.569230768999999,186.7922043,49.85384615,27.89230769,10.12830501,0.6220480110000001,16,1.787369002,207.4681765,13,-52.86142849,77.87953298,-1078.137866,1824.201796,79.99307434,0
-1137.226905,529980.5788,6330485.417,44247315139.94127,44091254440.54293,1306.35,73.575,588.6,0,1598.4125,12787.3,124.85,135.09375,9.3375,170.58748290000003,57.075,35.35,9.78857121,0.450568378,10,1.6145686000000001,206.3484852,8,-6.182059644,81.51139521,-1217.424827,2006.941059,130.7303517,0
-811.0184297999999,545984.1831,6354577.522999999,44162440022.724625,44140536766.66872,1597.0,175.0,1575.0,0,1170.5777779999999,10535.2,114.5,152.0,10.2,115.05404329999999,59.6,21.01111111,6.59686913,0.98622417,11,2.836594395,200.35744540000002,8,-70.88625499,73.24077349,-928.8834501,1664.9879859999999,98.24903678,0
-1110.995091,536313.2828,6317204.1389999995,45000239566.86311,45022142822.91902,1679.8833329999998,95.18888889,1713.4,0,1390.35,25026.3,0.483333333,93.10277778,8.5,163.5705882,47.81111111,0.0,14.8976417,1.0199517820000001,4,0.0,197.1156231,14,9.166449039,84.8355969,-1285.449331,2080.912112,115.3153586,0
-1076.4360470000001,552275.0805,6304776.005,44162440022.724625,44126847231.63377,1530.777778,172.22222219999998,1550.0,0,1731.3666670000002,15582.3,110.2777778,146.11111110000002,9.966666667,173.8807954,37.15555556,32.33333333,10.17933512,1.01255716,4,1.149140893,3954.3101030000003,4,-16.19668649,69.71739312,-1262.978807,1895.605284,57.62891329,0
-899.3945536,558972.2242,6345138.657000001,45161776080.27544,45180941429.324356,1570.611111,93.9,1690.2,0,820.9944444,14777.9,1.211111111,87.11111111,9.811111111,83.38876225,37.93888889,19.3,9.409012769,1.076141629,1,1.9657455380000002,3447.43419,8,-42.49084134,75.13644517,-955.0742743999999,1664.118938,97.75807623,1
-885.2264347999999,545918.5149,6349177.739,44833227239.43681,44767517471.26909,1304.916667,133.71666670000002,802.3,0,1699.8666670000002,10199.2,106.41666670000001,180.08333330000002,7.6333333329999995,226.15178509999998,57.23333333,30.24,7.815978032,0.614828533,25,1.892636684,15.45502774,15,-102.50865340000001,70.74320663,-930.667047,1621.650287,57.10154505,11
-790.5128512,540640.0933,6345504.324,44666214912.01051,44660739097.99654,2183.8,71.2565,1425.13,0,516.835,10336.7,1.2,109.0725,8.585,58.81139207,31.9375,22.725,4.733354703,0.652591812,17,1.405390539,5033.446843,9,-83.60145221,75.68596386,-997.3454673,1792.8592670000003,73.53904785,1
-874.5771963,555475.6836,6348694.642000001,45999575624.41392,45911962600.190285,1737.35,167.53,1675.3,0,1461.12,14611.2,112.35,151.225,10.76,139.7248201,55.51,21.42,8.410049788,0.964284686,6,2.5915032680000003,9.693915066,19,-56.969184999999996,73.53710707,-934.6344741,1601.5927,92.6810101,6
-938.0677142999999,539069.6717,6351014.484,44666214912.01051,44641573748.94762,1801.6,169.734,1697.34,0,1488.77,14887.7,116.1,156.75,9.18,163.1918615,42.59,27.54,8.263599023,0.9421292179999999,12,1.54647785,13.52758805,5,-124.66634450000001,75.82793031,-929.4971905,1782.415795,44.51560384,0
-849.638284,527836.4695,6349898.021000001,44666214912.01051,44668952819.0175,1678.17,163.5,1635.0,0,1431.62,14316.2,103.77,151.455,9.09,158.9508282,56.86,26.97,8.530840141,0.97427555,14,2.108268446,23.43529533,7,-120.52471010000001,72.66850259,-993.4722274000001,1741.792729,56.81333668,1
-931.3769607999999,527636.9473,6349841.847999999,44666214912.01051,44671690726.02449,4346.32,163.5,1635.0,0,1358.86,13588.6,400.82,233.4,8.87,153.83179909999998,59.29,25.78,3.1264610060000004,0.376180309,12,2.299844841,186.8127127,6,-119.59444669999999,72.38316962,-995.7617518999999,1736.685765,57.61252352,0
-855.611165,561870.4307,6327064.965,45085114684.07976,44994763752.84914,1820.53,89.6,1792.0,0,555.2,11104.0,2.73,89.8975,10.0,55.52,46.3255,23.93529412,6.099322725,0.9843287390000001,1,1.935447284,4687.955918,10,-67.27696956,82.63156875,-1029.138742,1735.904402,39.54101727,0
-936.746383,560760.8417,6329063.877,46749762144.328766,45000239566.86311,1069.807692,124.61538459999998,1620.0,0,631.9692307999999,8215.6,0.307692308,82.26538462,9.969230769,63.35212121,39.44615385,26.5,7.679511055,1.51429085,644,1.4885341069999998,1083.339721,19,-69.04301513,78.78517266,-1020.0826380000001,1739.3910079999998,41.997059,2
-1020.218932,558026.9663,6303835.973999999,44666214912.01051,44696331889.08739,1641.888235,65.08823529,1106.5,0,1337.788235,22742.4,0.088235294,96.57058824,9.682352941,137.364059,35.86470588,31.96666667,13.85136912,0.6739191959999999,2,1.121940747,648.2478062999999,13,-61.19970335,75.79413091,-1197.2108380000002,1868.8455239999998,7.958505655,1
-916.935124,539172.2613,6327542.046,44414327467.36757,44233625604.90633,1681.0,175.0,1575.0,0,1233.944444,11105.5,120.5,160.0,9.133333333,136.483427,59.08888889,22.71111111,6.606484236,0.9369422959999999,13,2.6017612519999997,14.26636138,14,-105.23902620000001,86.07759037,-1093.811943,1941.909084,18.92549756,0
-991.4951807,538989.8019,6327464.527000001,44414327467.36757,44233625604.90633,1580.21,79.45,794.5,0,1589.63,15896.3,112.21,138.295,8.64,180.4762543,57.05,37.95,10.05961233,0.502781276,12,1.503293808,199.3124025,14,-103.5175515,86.00145878,-1096.970419,1942.641629,20.44152824,0
-1103.493426,541033.8178,6314141.28,45085114684.07976,45008453287.88408,1923.25,140.667,1406.67,0,1949.95,19499.5,124.75,167.375,9.5,206.0671376,55.41,27.18,10.13882751,0.7314025740000001,8,2.038631347,149.82367340000002,11,-62.52460528,83.54480948,-1210.3469949999999,1994.843521,35.22205142,0
-947.66344,535673.705,6354540.025,45085114684.07976,45087852591.08675,2169.833333,157.55,1890.6,0,1684.925,20219.1,118.83333329999999,161.29166669999998,9.183333333,186.9227983,53.84166667,30.925,9.318273292999999,0.871311161,10,1.741040151,31.18861306,11,-105.97987420000001,81.06271452,-942.2780531,1820.95912,73.24496439,7
-924.9225581000001,543994.6692,6329901.831,44748352122.22017,44723710959.15727,1618.555556,164.1311111,1477.18,0,1497.666667,13479.0,110.55555559999999,154.63888889999998,9.966666667,150.43129150000001,57.82222222,26.92222222,8.327795703,0.912653257,7,2.147750722,206.1819769,15,-82.59715255,75.19931485,-1079.168372,1712.3069039999998,42.63292454,0
-992.3274766000001,551563.293,6315606.632,44496464677.577225,44510154212.61217,1941.15,92.3,923.0,0,1630.03,16300.3,125.65,169.45,8.36,195.31778590000002,32.85,30.79,8.39723875,0.47549133200000004,5,1.066904839,261.4105893,5,-97.33964574,77.87268364,-1117.9992,1848.329314,-3.657791463,1
-1119.993214,549526.8246,6312280.975,44833227239.43681,44814061890.38789,1717.1,127.04,1270.4,0,1804.7,18047.0,102.6,150.7,7.88,228.48261980000004,58.94,28.99,10.51016248,0.7398520759999999,11,2.0331148669999997,212.7052023,4,-90.48372865,72.88634066,-1154.447413,1836.782082,-1.130368759,4
-915.6566981000001,526373.1798,6344411.477000001,45085114684.07976,45019404915.91203,1809.9,168.76,1687.6,0,1725.29,17252.9,117.4,158.0,8.19,214.18417999999997,57.26,26.9,9.532515608999999,0.932427206,12,2.128624535,35.94341044,14,-106.5717371,70.97507737,-1047.9570099999999,1750.6417440000002,61.27819015,8
-1094.4947220000001,561079.3219,6312296.04,46084450741.63056,45890059344.13438,1846.95,165.541,1655.41,0,1666.06,16660.6,119.95,160.725,9.9,170.7305242,44.09,28.91,9.020601532,0.89629389,7,1.5250778280000001,14.53307342,22,-67.36360578,71.73408841,-1124.1519369999999,1852.02055,14.99847001,0
-745.6492784,553568.9362,6345961.681,44581339794.79387,44611456771.87074,1718.3666670000002,175.0,1575.0,0,1398.355556,12585.2,117.86666670000001,165.5555556,9.388888889,149.3565751,33.01111111,26.18888889,7.323931641000001,0.916568059,5,1.260500636,24.04057883,3,-46.94650679,74.38581897,-970.7298181,1642.68045,99.56199187,2
-828.2552808999999,553384.8979999999,6345877.496,44581339794.79387,44605980957.856766,1620.3125,175.0,1400.0,0,1212.4375,9699.5,115.8125,173.75,9.6875,128.544121,27.7125,25.4375,5.986190935,0.864030858,7,1.089434889,187.84947209999999,4,-45.7528007,74.54533842,-973.3256657,1648.414978,100.72580959999999,2
-725.3243956,529841.1693,6354759.91,44748352122.22017,44679904447.045456,1539.86,163.506,1635.06,0,1390.35,13903.5,91.76,139.33,8.77,159.64338610000001,51.72,22.63,9.029067578,1.061823802,14,2.285461776,25.74754219,15,-134.45284660000002,76.577162,-939.9241997000001,1787.879637,50.85233743,7
-821.7382759,529602.7608,6354739.004,44748352122.22017,44677166540.03847,1590.11,163.385,1633.85,0,1470.71,14707.1,92.01,145.255,8.53,172.65574719999998,51.98,24.97,9.249108552000001,1.027507531,14,2.0816980380000003,236.6716769,15,-134.3718966,76.40201035,-941.1935990000001,1788.4135019999999,51.11861563,7
