mean_ss_tvd,mean_ss_easting,mean_ss_northing,on_prod_date,frac_start_date,calc_completed_length_m,mean_proppant_per_stage_t,calc_total_proppant_t,total_gas_injected_m3,mean_fluid_per_stage_m3,calc_total_fluid_m3,avg_stage_length,avg_stage_spacing,mean_rate_m3_min,mean_stage_duration_min,mean_breakdown_mpa,mean_isip_mpa,fluid_intensity_comp_length_m3_m,proppant_intensity_comp_length_t_m,frac_duration_days,breakdown_isip_ratio,min_midpoint_dist,horiz_wells_in_10km,first_order_residual,isotherm,paleozoic_structure,raw_montney_top,third_order_residual,n_quakes
-1177.8976289999998,540952.6896,6314057.967,43666878854.45971,43696995831.53658,1825.363636,149.5,1644.5,0,1486.5272730000002,16351.8,124.8636364,144.5454545,8.690909091,171.4024239,38.88181818,27.1,8.958105482999999,0.90091638,9,1.4347534380000002,75.70159155,3,-61.32580872,83.52145338,-1212.512168,1995.007011,36.1932805,0
-1170.278922,560862.2125,6305393.45,43666878854.45971,43598431179.284996,1654.657143,76.83714286,1075.72,0,1318.6214289999998,18460.7,112.1571429,102.3928571,7.135714286,173.86505569999997,53.29285714,34.42142857,11.15681281,0.650116554,13,1.548246524,12.30281412,4,-46.16221719,77.01012611,-1189.661058,1862.202441,24.11002605,8
-889.3380667000001,530728.1839,6336187.419,44162440022.724625,43779133041.74624,1508.636364,149.3727273,1643.1,0,1063.7,10637.0,73.13636364,126.6590909,9.145454545,106.37,29.35454545,22.9,7.050738174,1.0891292559999999,18,1.28185788,47.0505186,7,-59.65347051,80.05834399,-1125.301362,1939.6817170000002,87.87138021,0
-1158.124615,536147.9905,6317118.387,43916028392.095665,43557362574.18017,1984.1333329999998,121.70833329999999,1460.5,0,1401.608333,16819.3,99.63333333,149.33333330000002,8.291666667000001,165.01209540000002,54.35,32.53333333,8.476900074,0.736089645,13,1.6705942619999998,15.93088389,10,9.407625232000001,84.81293396,-1287.0288460000002,2078.772953,115.4787139,0
-1099.441923,539214.0562,6321051.141,43916028392.095665,43902338857.06072,1653.127273,146.4090909,1610.5,0,1474.018182,16214.2,106.62727269999999,129.7727273,8.3,172.2957954,57.43636364,29.6,9.808198236,0.974214162,13,1.94041769,217.2243895,8,-60.86077003,80.54547037,-1177.956667,1878.917297,50.95709266,0
-1073.5568970000002,551635.6509,6315819.842999999,43916028392.095665,43891387229.03277,1771.642857,70.03571429,980.5,0,1067.4857140000001,14944.8,89.14285714,112.1428571,7.178571429,139.4274179,35.32142857,31.9,8.435560214,0.553441116,16,1.107254814,7.82983873,1,-97.55381421,77.78436523,-1116.01561,1848.843866,-3.4006030210000002,1
-964.5849599999999,552952.3967,6311990.376,44247315139.94127,44195294906.80849,2019.090909,175.9090909,1935.0,0,1197.745455,13175.2,119.5909091,161.7272727,9.381818182,128.6621994,55.46363636,25.02727273,6.525312922,0.9583520940000001,15,2.216127861,17.01113758,2,-79.17870948,79.36467272,-1151.7763710000002,1837.373688,7.4506215970000005,0
-1116.005091,560900.478,6308748.271000001,43916028392.095665,43940669555.15856,1327.142857,156.4285714,1095.0,0,1725.5428570000001,12078.8,121.6428571,154.9285714,9.414285714,184.22957390000002,38.01428571,27.17142857,9.101356297,0.825080732,31,1.399053628,40.32651683,7,-52.28808837,75.37807887,-1162.282434,1855.7130309999998,23.93497785,1
-1013.417474,540932.1932,6313988.602000001,43666878854.45971,43696995831.53658,1912.6666670000002,177.77777780000002,1600.0,0,1025.9,9233.1,145.66666669999998,180.5,9.555555556,106.69438670000001,46.87777778,23.14444444,4.827344022,0.8365284070000001,8,2.025444071,75.70159155,3,-60.91197655,83.46302573,-1213.479016,1994.0370649999998,36.501148799999996,0
-1229.204948,534721.8491,6321724.456,43916028392.095665,43896863043.046745,1632.222222,125.86666670000001,1132.8,0,1622.677778,14604.1,123.7222222,153.33333330000002,9.266666667,174.38408230000002,54.13333333,32.86666667,8.947372362000001,0.694023145,8,1.6470588240000001,32.04791722,8,80.94087965,86.63381389,-1336.349164,2096.779329,197.3255326,0
-1011.275698,536168.7785,6317082.281,43582003737.243065,43560100481.18716,1984.7,177.43099999999998,1774.31,0,1256.69,12566.9,128.2,172.8,10.03,125.3498858,47.39,24.0,6.33188895,0.893994055,12,1.9745833330000002,4862.820724,1,8.960287293,84.78284588,-1286.661693,2077.695353,114.9950735,0
-955.4282796,560880.5083,6305366.772000001,43666878854.45971,43601169086.291985,1657.055556,170.65444440000002,1535.89,0,1397.311111,12575.8,122.55555559999999,157.4444444,11.64444444,121.9895912,51.42222222,27.1,7.589244644,0.9268790020000001,11,1.897498975,12.30281412,4,-46.21377231,77.00268188,-1189.651711,1862.1366850000002,24.06500385,8
-955.4712281,556435.8474,6308602.871,43582003737.243065,43565576295.20113,1861.35,173.98,1739.8,0,1705.51,17055.1,120.85,162.0,9.47,180.9934738,53.64,26.22,9.162758213,0.934697934,9,2.04576659,23.11840448,1,-91.25163547,76.31425583,-1145.109279,1884.395639,-13.01261728,6
-1071.093566,548646.0292,6319773.096,43749016064.669365,43738064436.64141,1524.75,150.53125,1204.25,0,1492.275,11938.2,122.25,160.0625,10.0,149.8871153,53.7875,26.0625,7.829611412,0.789801607,7,2.063788969,35.71108302,3,-70.6975676,77.06162089,-1132.247706,1938.436114,32.49208132,0
-951.7544029999999,544223.6987,6341893.475,43833891181.88601,43858532344.948906,1663.444444,160.7888889,1447.1,0,1557.066667,14013.6,102.9444444,162.22222219999998,10.65555556,148.70140039999998,42.77777778,28.62222222,8.424447265,0.8699418879999999,8,1.494565217,46.52355166,3,-72.17582469999999,74.82401331,-1014.3856310000001,1804.449102,75.08499951,0
-924.3696702999999,558845.0134,6341760.64,44247315139.94127,44181605371.773544,1833.4,175.0,1750.0,0,1355.41,13554.1,118.9,159.45,9.53,144.5573212,58.675,18.083,7.392876622999999,0.954510745,14,3.2447602719999997,24.49383389,2,-44.61778802,78.14968024,-974.6528684,1682.077382,89.74616538,0
-1160.1334689999999,533720.1443,6326971.13,44247315139.94127,44170653743.74559,1649.15,156.141,1561.41,0,1361.28,13612.8,112.65,142.5,8.82,150.45623569999998,32.84,31.82,8.254434102000001,0.946796835,13,1.032055311,13.4086771,12,50.65653216,83.04943248,-1278.458816,1973.7581239999997,177.935103,0
-929.0474138000001,551630.0636,6315813.567000001,43916028392.095665,43891387229.03277,1799.95,175.0,1750.0,0,1214.88,12148.8,116.45,156.55,9.82,124.30316200000001,33.04,23.38,6.74952082,0.9722492290000001,8,1.413173653,7.82983873,1,-97.55010251,77.78948092,-1116.0840970000002,1848.84876,-3.413169129,1
-1198.138846,530035.9167,6330722.535,44247315139.94127,44096730254.55691,1602.018182,133.6609091,1470.27,0,1496.8,16464.8,103.5181818,127.56818179999999,8.418181817999999,175.842163,55.47272727,32.02727273,10.27753629,0.917761119,22,1.732046551,206.3484852,8,-4.744398095,81.70926707,-1217.284036,2009.630237,132.432286,0
-994.2667347000001,530522.7378,6336148.322000001,44162440022.724625,43795560483.78817,1497.4,147.0,1470.0,0,1144.46,11444.6,104.9,133.4,8.59,126.8199446,42.41,28.8,7.642981167,0.9817016159999999,10,1.4725694440000001,206.3729561,8,-58.85914851,80.42422139,-1127.339151,1952.823405,88.74160221,0
-1064.738952,534732.8455,6321692.275,43916028392.095665,43894125136.03976,1677.222222,168.0588889,1512.53,0,1635.566667,14720.1,119.7222222,159.83333330000002,9.544444444,175.9443264,57.82222222,27.45555556,8.776475654,0.901806558,8,2.1060299469999997,32.04791722,8,80.68147614,86.64413967,-1336.216768,2097.272723,197.0130096,0
-957.1632074999999,560924.9158,6308714.938999999,43916028392.095665,43940669555.15856,1628.444444,153.88888889999998,1385.0,0,1474.311111,13268.8,116.94444440000001,155.0,9.022222222,163.1992999,35.93333333,27.05555556,8.148144105,0.850504913,10,1.328131417,40.32651683,7,-51.6193237,75.3990909,-1163.0715089999999,1855.734127,24.52329841,0
-755.7256842,558856.3718,6341748.427999999,44247315139.94127,44178867464.766556,1833.3,155.8,1558.0,0,1526.66,15266.6,121.8,159.3,9.72,157.3410628,55.39,23.34,8.327387771,0.8498336329999999,14,2.373179092,24.49383389,2,-44.62341703,78.21110225,-974.6941730000001,1682.1803149999998,89.68871439,0
-805.5134694,544247.2552,6341869.45,43833891181.88601,43858532344.948906,1681.6666670000002,174.9888889,1574.9,0,1227.3,11045.7,121.16666670000001,160.0,10.87777778,113.7388382,42.8,26.57777778,6.568305252999999,0.9365113970000001,8,1.610367893,46.52355166,3,-72.28455404,74.8184684,-1014.1665939999999,1803.695023,75.05998819999999,0
-855.6769231000001,543005.8878,6358302.646000001,43916028392.095665,43896863043.046745,1699.85,113.5,1135.0,0,1690.44,16904.4,109.35,147.0,9.26,180.92049599999999,42.05,27.98,9.944642174,0.667705974,8,1.502859185,3183.82723,4,-44.17210298,74.72258641,-946.5002651000001,1624.8358640000001,134.5926807,5
-1042.487797,560818.566,6305139.831,43666878854.45971,43601169086.291985,1903.2,146.2,1315.8,0,1692.2,15229.8,120.7,184.5,10.76666667,158.64272749999998,49.02222222,29.54444444,8.00220681,0.691361917,19,1.659270402,238.67073939999997,4,-48.91295271,76.88910748,-1188.670918,1863.119759,20.99092003,8
-1118.3816470000002,528254.5933,6338348.51,44162440022.724625,43932455834.137596,1775.4,175.3,1753.0,0,1511.9,15119.0,114.9,154.8,9.2,165.06232680000002,39.08,29.62,8.515827418999999,0.987383125,8,1.319378798,200.6899531,8,-76.38672509,78.43957405,-1106.802566,1938.708774,77.51485272,0
-961.6657292000001,533325.0778,6350414.149,44748352122.22017,44156964208.71065,1695.5,111.3,1113.0,0,1363.09,13630.9,140.0,143.45,8.91,147.79124290000001,29.91,31.82,8.039457387,0.6564435270000001,17,0.9399748590000001,17.80297437,6,-125.8605278,79.18085144,-959.2399261,1792.813343,47.21372204,17
-993.2316494999999,533707.828,6326978.927,44247315139.94127,44173391650.75258,1680.7777780000001,175.0,1575.0,0,1361.666667,12255.0,120.2777778,160.0,9.855555556,138.2094059,26.54444444,27.14444444,7.29126727,0.937066173,12,0.977896029,13.4086771,12,50.74902746,83.03910395,-1278.576823,1973.649098,178.0354082,0
-1071.558246,526387.922,6344384.135,45085114684.07976,45013929101.898056,1892.681818,138.1636364,1519.8,0,1681.163636,18492.8,119.18181820000001,150.5909091,7.372727273,230.04161069999998,57.58181818,32.18181818,9.770686136,0.802987584,18,1.789265537,35.94341044,14,-106.47975790000001,71.01123783,-1048.144001,1751.479813,61.30841933,10
-1104.144948,525487.2778,6339555.589,44162440022.724625,44047447928.431114,1659.833333,127.0,1143.0,0,1729.8333329999998,15568.5,119.33333329999999,157.86111110000002,8.744444443999999,199.69283169999997,37.66666667,31.03333333,9.37955618,0.6886233559999999,13,1.213748657,23.23301935,4,-71.41538216,74.85257184,-1117.573174,1865.397213,86.922145,7
-997.8384211000001,545757.7829999999,6316286.348999999,43749016064.669365,43743540250.65539,1766.85,120.56,1205.6,0,1642.41,16424.1,95.35,156.85,9.54,173.41237759999999,48.7,35.48,9.29569573,0.682344285,6,1.3726042840000001,198.25407080000002,3,-56.82724228,79.74661915,-1180.868525,1904.6448010000001,41.87954821,0
-841.1141508999999,558804.5535,6341512.753,44247315139.94127,44178867464.766556,1985.0,175.0,1750.0,0,1266.59,12665.9,128.5,172.8,10.06,125.9335263,54.24,19.72,6.380806045,0.8816120909999999,14,2.7505070989999996,243.8565628,2,-45.05496301,78.26424517,-975.9544074999999,1683.302966,88.91273197,0
-995.7990653999999,545036.8879,6324330.212,44162440022.724625,44110419789.59185,1699.0,131.1,1311.0,0,1704.54,17045.4,112.5,146.45,9.53,178.1221136,33.76,32.01,10.03260742,0.771630371,12,1.054670415,3998.488466,8,-63.44389876,79.91908479,-1128.106344,1828.8195870000002,50.37857479,0
-923.1390322999999,548550.6089,6319868.6,43749016064.669365,43738064436.64141,1476.222222,174.7622222,1572.86,0,939.2777777999999,8453.5,104.2222222,143.4444444,10.7,88.46373412,53.2,24.54444444,5.7264413670000005,1.065462893,8,2.167496605,35.71108302,3,-70.25050878,77.02281325,-1132.7210949999999,1938.754154,32.99734154,0
-916.6937273,573793.1135,6320709.438999999,44085778626.52895,44091254440.54293,1684.1266670000002,49.15433333,1474.63,0,381.1533333,11434.6,54.42666667,51.82166667,8.823333332999999,48.13282915,36.07333333,26.75,6.789631817,0.87560516,5,1.348535826,2124.895762,1,-68.84199405,75.42165297,-1012.0629230000001,1660.18821,19.18648711,0
-861.9852747000001,565376.4021,6321536.495,44414327467.36757,43935193741.144585,1894.642857,85.71571429,1800.03,0,524.5714286,11016.0,89.94285714,81.57857143,7.214285714,91.75150291,36.62857143,24.8,5.814288407,0.950062959,14,1.476958525,160.1989026,1,-66.09297661,67.51944272,-1048.466683,1739.0253440000001,28.9402473,0
-981.3514815,526640.9474,6354086.387,44329452350.150925,44091254440.54293,1695.111111,168.33333330000002,1515.0,0,1467.733333,13209.6,121.6111111,161.33333330000002,9.077777778,164.19530519999998,36.84444444,24.38888889,7.792763503,0.893746723,14,1.51070615,4.682564416,7,-95.24532451,74.52892977,-998.5343529999999,1807.477833,91.69908145,5
