unique_surv_id,wa_num,drilling_event,ground_elevtn,mean_ss_tvd,mean_ss_easting,mean_ss_northing,survey_well_type,on_prod_date,last_reported_date,cum_gas_to_date_e3m3,cum_oil_to_date_m3,cum_water_to_date_m3,cum_cond_to_date_m3,n_stages,frac_start_date,frac_end_date,calc_completed_length_m,mean_proppant_per_stage_t,sd_proppant_per_stage_t,max_proppant_per_stage_t,calc_total_proppant_t,total_gas_injected_m3,mean_fluid_per_stage_m3,sd_fluid_per_stage_m3,max_fluid_per_stage_m3,calc_total_fluid_m3,avg_stage_length,avg_stage_spacing,max_rate_m3_min,mean_rate_m3_min,max_stage_duration_min,mean_stage_duration_min,max_breakdown_mpa,sd_breakdown_mpa,mean_breakdown_mpa,max_isip_mpa,sd_isip_mpa,mean_isip_mpa,fluid_intensity_comp_length_m3_m,proppant_intensity_comp_length_t_m,completed_length_m,base_fluid_cat,viscosity_cat,energizer_bool,proppant_cat,frac_duration_days,calc_proppant_intensity_kg_m,calc_fluid_intensity_m3_m,breakdown_isip_ratio,no_prior_wells,no_surrounding_wells,min_midpoint_dist,min_dist_well,horiz_wells_in_1km,horiz_wells_in_5km,horiz_wells_in_10km,horiz_wells_in_25km,first_order_residual,isotherm,paleozoic_structure,raw_montney_top,third_order_residual,seismogenic,n_quakes
26709-0,26709,0,967,-1038.286881,541258.8972,6312071.186,horizontal,7/1/2016,9/1/2019,60090.8,0,3228.6,5.1,20,6/22/2016,6/24/2016,1797.805,81.75,14.53444185,85,1635,0,558.85,130.3981817,830.9,11177,84.705,80.5175,11.8,9.745,124.0149254,60.01667002,64,5.789325477,46.845,30.4,1.05039675,29.33333333,6.217025762,0.909442348,1797.805,water,slickwater,FALSE,sand,2,909.4423478,6.217025762,1.596988636,FALSE,FALSE,155.7768516,28070-0,3,11,11,11,-36.18073836,85.04657157,-1248.991716,2018.9723,57.17103941,TRUE,4
26851-0,26851,0,1023.8,-1066.814758,545866.1632,6316437.733,horizontal,10/1/2013,9/1/2019,16501.3,0,1284.3,459.3,8,9/30/2013,10/14/2013,1843.025,139.0625,32.85348155,175,1112.5,0,1743.4125,159.2377686,1971,13947.3,92.525,205.65625,9.8,8.85,240.3658537,198.313146,59,6.719428122,48.675,39,2.355388958,36.125,7.567613027,0.603627189,1843.025,water,slickwater,FALSE,sand,14,603.627189,7.567613027,1.347404844,FALSE,FALSE,198.2540708,29075-0,1,3,3,3,-60.37899318,78.53647716,-1176.143361,1891.19542,38.37392809,TRUE,2
27232-0,27232,0,1026.5,-1041.326136,546102.0775,6313238.866,horizontal,1/1/2014,9/1/2019,36857.6,0,2359.4,1008.1,9,1/12/2014,1/18/2014,1544.111111,70.64444444,32.94897992,118,635.8,0,1748.722222,425.9840836,2132.4,15738.5,117.6111111,144.6666667,10.9,9.866666667,222.125,175.68236,59.1,3.211697371,55.56666667,34.7,2.485960579,31.13333333,10.19259552,0.411757933,1544.111111,water,slickwater,FALSE,sand,6,411.7579334,10.19259552,1.784796574,FALSE,FALSE,3130.151589,29075-0,0,5,5,5,-56.81432964,84.21203684,-1198.455581,1904.202898,35.88535335,TRUE,1
27296-0,27296,0,989.6,-1009.757363,545620.7248,6308451.059,horizontal,7/1/2013,9/1/2019,108532.8,0,2097.9,345.9,8,7/6/2013,7/12/2013,1083.775,118.75,59.38674696,150,950,0,751.2625,354.4578554,973.6,6010.1,86.675,113.29375,12.1,9.7625,99.34693878,68.52221664,62,8.001919413,51.725,28,1.168637791,26.77142857,5.545523748,0.876565708,1083.775,water,slickwater,FALSE,sand,6,876.5657078,5.545523748,1.932097118,FALSE,FALSE,1261.589708,27584-0,0,1,1,1,-6.258351888,89.41645735,-1280.473172,1999.194236,78.19077135,FALSE,0
27302-0,27302,0,1045,-1118.887041,542922.7749,6315105.076,horizontal,10/1/2013,5/1/2019,69402.6,0,3968.6,1112,9,9/25/2013,9/29/2013,1681,132.7777778,23.46687973,175,1195,0,1643.355556,153.03748,1814,14790.2,120.5,160,10.5,8.566666667,279.5555556,197.8828362,41.1,2.08653088,38.68888889,40.8,3.550743271,32.95555556,8.798453302,0.710886377,1681,water,slickwater,FALSE,sand,4,710.8863772,8.798453302,1.173971679,FALSE,FALSE,19.25503195,27487-0,1,6,6,6,-37.9936029,90.30176579,-1220.128996,2160.073261,60.40532562,FALSE,0
27326-0,27326,0,1100.9,-1074.878942,541335.5276,6325353.003,horizontal,11/1/2013,9/1/2019,72294.2,0,5514.8,927.8,15,11/11/2013,11/15/2013,1463.3,99.46666667,2.065591118,100,1492,0,934.88,170.7657092,1365.9,14023.2,0,97.55333333,12.6,11.80666667,124.1584158,80.42570647,61,8.750118367,49.88,33,5.110912695,24.5,9.58327069,1.019613203,1463.3,water,slickwater,FALSE,sand,4,1019.613203,9.58327069,2.035918367,FALSE,FALSE,207.4757981,27508-0,1,1,4,4,-108.997979,85.16752561,-1093.19614,1957.981005,9.754360865,FALSE,0
27366-0,27366,0,1020.2,-1063.912279,544876.5772,6303945.383,horizontal,3/1/2014,9/1/2019,138218.9,0,2188.3,5.9,18,3/14/2014,3/17/2014,1680.7,99.99833333,2.819364238,104.49,1799.97,0,693.2722222,102.5800394,878.9,12478.9,0.1,93.36111111,11.2,10.25555556,109.1842105,69.39667762,34.3,1.711256466,31.16111111,31.6,1.02841969,30.33333333,7.42482299,1.070964479,1680.7,water,slickwater,FALSE,sand,3,1070.964479,7.42482299,1.027289377,FALSE,FALSE,400.0290746,27367-0,1,3,3,3,24.49588729,94.50637241,-1342.719775,2080.839299,100.9669334,FALSE,0
27367-0,27367,0,1020.1,-1064.613386,544664.9623,6303620.22,horizontal,3/1/2014,9/1/2019,206069.2,0,2185.7,5.2,20,3/18/2014,3/25/2014,1879,98.95,5.367942858,107.31,1979,0,690.145,147.8162532,1016.2,13802.9,0.1,93.94,11.2,10.085,122.2048193,70.52747047,38.3,3.051914843,33.645,28.9,1.951214197,27.025,7.345875466,1.053219798,1879,water,slickwater,FALSE,sand,7,1053.219798,7.345875466,1.244958372,FALSE,FALSE,400.0290746,27366-0,1,3,3,3,28.87860104,94.8773565,-1349.984357,2089.210826,104.9108897,FALSE,0
27451-0,27451,0,908.7,-985.9227619,544209.2403,6329951.104,horizontal,8/1/2013,9/1/2019,26684.6,0,3335.8,1356.1,10,8/2/2013,8/15/2013,1666.65,134.91,62.37195684,175.5,1349.1,0,1528,445.6017854,2005.5,15280,110.15,145.1,10.9,9.25,257.2769231,164.6659315,59,8.22773764,52.17,36.5,3.414609137,30.42,9.168091681,0.809468095,1666.65,water,slickwater,FALSE,sand,13,809.4680947,9.168091681,1.714990138,FALSE,FALSE,15.36221586,27612-0,1,1,1,1,-79.95157488,74.75205097,-1080.463243,1711.086822,45.28754913,FALSE,0
27487-0,27487,0,1044.8,-991.9575,542934.5776,6315105.723,horizontal,10/1/2013,5/1/2019,96660.9,0,2842.1,2647.3,15,9/29/2013,10/2/2013,1528.353333,101,3.872983346,115,1515,0,762.8733333,70.40341374,950.5,11443.1,0.153333333,101.87,9.2,8.786666667,103.4342105,87.10462105,44.1,4.425844014,32.86666667,29,1.634013464,27.35,7.487208455,0.991262928,1528.353333,water,slickwater,FALSE,sand,3,991.2629279,7.487208455,1.201706277,FALSE,FALSE,19.25503195,27302-0,1,6,6,6,-38.12501731,90.29748872,-1219.89858,2160.845496,60.31223036,FALSE,0
27505-0,27505,0,959.9,-1047.489127,543733.4549,6306299.706,horizontal,6/1/2017,9/1/2019,45738.9,0,3791.7,18.5,20,6/2/2017,6/3/2017,1753.745,70.2,3.577708764,71,1404,0,472.155,79.27838675,608,9443.1,82.645,79.285,12,10.775,68.31460674,44.98295584,48.6,4.02386303,39.39,27.2,0.793725393,26.15,5.38453424,0.800572489,1753.745,water,slickwater,FALSE,sand,1,800.5724892,5.38453424,1.506309751,FALSE,FALSE,1073.967036,32054-0,0,14,14,14,22.81886443,91.54674529,-1331.733069,2064.107476,104.172071,FALSE,0
27506-0,27506,0,960,-1064.226532,545031.5631,6304344.346,horizontal,6/1/2017,9/1/2019,67420.9,0,3369,26.2,28,6/4/2017,6/6/2017,2275.742857,61.53571429,12.87398221,67,1723,0,399.3214286,91.52950286,612.8,11181,77.54285714,75.79821429,9.1,8.785714286,80.4109589,46.06782962,53.5,4.042425473,40.125,28.5,2.484619354,25.63333333,4.91312099,0.757115416,2275.742857,water,slickwater,FALSE,sand,2,757.115416,4.91312099,1.565344603,FALSE,FALSE,377.7622763,27366-0,2,17,17,17,19.48356301,94.04504441,-1334.755285,2070.954702,96.3563809,FALSE,0
27508-0,27508,0,1100.9,-1010.920588,541086.8827,6325353.405,horizontal,11/1/2013,9/1/2019,66543.1,0,6189.2,1036.9,15,11/10/2013,11/21/2013,1382.2,84.73333333,34.58419678,123,1271,0,1099.526667,301.1476512,1653.1,16492.9,0,92.14666667,12,10.88666667,165.31,101.5309066,58.7,4.689146536,50.53333333,30.1,1.005603349,29.44666667,11.93235422,0.919548546,1382.2,water,slickwater,FALSE,sand,11,919.5485458,11.93235422,1.716096898,FALSE,FALSE,207.4757981,27326-0,1,1,4,4,-108.2864226,85.29373173,-1095.218359,1960.264601,10.44103597,FALSE,0
27565-0,27565,0,1056,-1096.239179,544645.6138,6301703.519,horizontal,4/1/2014,9/1/2019,182192.2,0,1466.9,0,20,4/18/2014,4/22/2014,2077.73,100.0015,2.765698303,104.66,2000.03,0,660.15,101.2640348,865.5,13203,98.13,94.0825,12,10.125,123.6428571,68.43166955,33.5,1.272006289,31.13,28,12.24465082,6.89,6.354531147,0.962603418,2077.73,water,slickwater,FALSE,sand,4,962.6034182,6.354531147,4.518142235,FALSE,FALSE,362.6426685,27807-0,1,5,5,5,37.09528504,97.56384389,-1370.50813,2121.934742,109.3356624,FALSE,0
27584-0,27584,0,989.7,-1014.286837,545978.2426,6307387.878,horizontal,7/1/2013,9/1/2019,109587.8,0,1639.4,107.9,11,7/6/2013,7/9/2013,1190.3,108.0045455,70.2814639,300,1188.05,0,659.3636364,307.9575402,1372,7253,0,108.2090909,12,10.51818182,114.3333333,57.35895606,47,6.663400715,26.90909091,28,1.809068067,26.54545455,6.093421826,0.99810972,1190.3,water,slickwater,FALSE,sand,3,998.1097202,6.093421826,1.01369863,FALSE,FALSE,1261.589708,27296-0,0,1,1,1,-7.111077854,89.33153316,-1285.288483,1995.184533,74.84057035,FALSE,0
27585-0,27585,0,991.9,-1015.656446,545797.4705,6306735.029,horizontal,8/1/2014,9/1/2019,169706.2,0,2589.1,118.8,25,8/9/2014,8/14/2014,1870.688,80.0008,2.794955158,83.6,2000.02,0,556.244,63.06910284,714.4,13906.1,70.988,69.132,12.1,10.308,91.58974359,55.79635305,58.6,5.116069455,51.24,27,0.804155872,25.8,7.433682153,1.069136061,1870.688,water,slickwater,FALSE,sand,5,1069.136061,7.433682153,1.986046512,FALSE,FALSE,639.7178999,27584-0,1,8,8,8,-1.271991972,90.29854087,-1295.594126,2011.251897,79.70737225,FALSE,0
27586-2,27586,2,991.9,-1206.455373,545495.436,6308457.132,horizontal,8/1/2014,9/1/2019,33968.1,0,1135.7,21.6,14,8/6/2014,8/9/2014,1167.5,85.07,4.150862746,93.04,1190.98,0,644.65,96.03111475,861,9025.1,76.9,72.69285714,11.9,10.42142857,93.27586207,63.17148903,44.7,4.781105977,37.83076923,33.1,1.30511813,31.73333333,7.730278373,1.020111349,1167.5,water,slickwater,FALSE,sand,3,1020.111349,7.730278373,1.192146089,FALSE,FALSE,125.7712009,27296-0,1,6,6,6,-4.544870868,89.65365223,-1282.622207,2003.841484,79.98436399,FALSE,0
27612-0,27612,0,910.9,-839.0177778,544200.3718,6329950.365,horizontal,8/1/2013,9/1/2019,93576,0,6178.1,3229.9,9,8/3/2013,8/9/2013,1687.222222,174.9777778,0.066666667,175,1574.8,0,1150.922222,94.0912028,1350,10358.3,120.7222222,160.9444444,10.7,10.38888889,129.8076923,110.8107061,61.1,3.362290886,57.8,26.6,0.986154146,25.36666667,6.13926243,0.933368456,1687.222222,water,slickwater,FALSE,sand,6,933.3684557,6.13926243,2.278580815,FALSE,FALSE,15.36221586,27451-0,1,1,1,1,-80.04385069,74.76340941,-1080.438377,1711.095698,45.18687922,FALSE,0
27686-0,27686,0,924.8,-1121.291134,558273.8696,6303213.461,horizontal,10/1/2013,9/1/2019,38062.8,0,2723.7,2728.5,10,9/17/2013,9/25/2013,1597.1,160.446,45.83653375,175.9,1604.46,0,1384.78,433.1881059,1689.4,13847.8,114.6,136.775,9.9,9.42,187.7111111,147.5480621,59.3,1.184576811,57.39,28.4,0.762743586,27.58,8.670590445,1.004608353,1597.1,water,slickwater,FALSE,sand,8,1004.608353,8.670590445,2.080855693,FALSE,FALSE,44.03000321,27687-0,1,4,6,6,-61.63049309,75.15098628,-1199.586822,1875.981013,6.316482006,FALSE,0
27687-0,27687,0,925.9,-989.4038889,558277.6491,6303152.33,horizontal,10/1/2013,9/1/2019,76617.4,0,6334.1,8528.3,9,9/17/2013,9/25/2013,1680.866667,175.1766667,0.698319411,177,1576.59,0,1619.133333,171.5068512,1936.5,14572.2,120.3666667,160,10.2,9.577777778,206.0106383,169.6173365,59.9,5.652383961,55.87777778,54,9.2629339,29.37777778,8.669456233,0.937962559,1680.866667,water,slickwater,FALSE,sand,8,937.962559,8.669456233,1.90204236,FALSE,FALSE,44.03000321,27686-0,1,4,6,6,-60.78339748,75.17325777,-1200.692161,1875.281862,7.16725269,FALSE,0
27807-0,27807,0,1056,-1099.381582,544316.1407,6301568.98,horizontal,4/1/2014,9/1/2019,208710.4,0,2098.4,0,20,4/14/2014,4/18/2014,1918.4,100.9995,5.068379244,117.41,2019.99,0,729.055,106.1362653,977.4,14581.1,90.4,86.7625,12.1,9.99,124.8888889,77.0158157,35.7,1.823321146,33.085,30.7,1.218605761,28.7,7.600656797,1.052955588,1918.4,water,slickwater,FALSE,sand,4,1052.955588,7.600656797,1.152787456,FALSE,FALSE,362.6426685,27565-0,1,5,5,5,42.89502534,97.41080085,-1378.522859,2126.081349,115.079466,FALSE,0
27926-0,27926,0,947.4,-1094.794437,547318.2791,6310026.037,horizontal,10/1/2013,9/1/2019,44306.6,0,1232.5,878.8,4,10/5/2013,10/14/2013,863,119.5,48.17675788,155,478,0,1563.15,113.1601373,1674.3,6252.6,121.5,155.625,11.1,9.7,182.8352941,162.8124575,40,6.615889963,33.45,33.3,3.483771902,30.15,7.245191194,0.553881808,863,water,slickwater,FALSE,sand,9,553.8818076,7.245191194,1.109452736,FALSE,FALSE,1864.41648,27940-0,0,3,3,3,-53.89147869,81.39281942,-1215.507523,1886.191899,32.3148699,FALSE,0
27940-0,27940,0,947.4,-1147.990446,548183.4134,6308515.512,horizontal,10/1/2013,9/1/2019,66203.3,0,3030.9,1230.2,10,10/4/2013,10/17/2013,1709.6,155.5,51.98557492,175,1555,0,1383.27,268.6180396,1714,13832.7,123.1,146.4,11,9.75,159.4534884,140.9635988,46.7,5.049972497,37.6,27.3,0.578215646,26.19,8.091190922,0.90956949,1709.6,water,slickwater,FALSE,sand,13,909.5694899,8.091190922,1.435662467,FALSE,FALSE,1864.41648,27926-0,0,3,3,3,-48.56968636,81.16490253,-1226.401783,1867.034694,34.14361919,FALSE,0
28023-0,28023,0,1036.1,-884.9784043,549684.4001,6342394.249,horizontal,12/1/2014,8/1/2017,15351.8,0,4332,1184.5,21,7/2/2014,10/13/2014,1481.928571,45.28095238,25.14542939,73,950.9,0,620.9761905,369.254683,1649,13040.5,0.928571429,70.47619048,11,5.680952381,249.8484848,121.3936708,48,3.387139268,38.57222222,24,0.786379588,23.0125,8.799681882,0.641663855,1481.928571,water,crosslinked,FALSE,sand,103,641.663855,8.799681882,1.676142193,FALSE,FALSE,1836.852021,28024-0,0,1,11,11,-46.34649637,74.0483476,-1011.491229,1737.012538,97.21117092,TRUE,3
28024-0,28024,0,1035.8,-900.3434783,550649.9559,6341013.016,horizontal,12/1/2014,8/1/2017,14281.8,0,3905.7,1126.4,22,7/9/2014,7/15/2014,1624.136364,60.63636364,10.99586699,74,1334,0,660.5136364,99.3819007,908.3,14531.3,0.236363636,73.80909091,11.2,8.880952381,139.7384615,79.1955839,58,7.965078543,34.9952381,32,2.099546436,28.78571429,8.94709356,0.821359604,1624.136364,water,slickwater,FALSE,sand,6,821.3596037,8.94709356,1.215715467,FALSE,FALSE,1836.852021,28023-0,0,2,13,13,-39.42916178,77.07348369,-1022.845771,1746.494764,100.4917213,FALSE,0
28048-0,28048,0,1082.3,-907.6651163,541008.3469,6318112.264,horizontal,6/1/2013,9/1/2019,64411,0,2467.7,1400.3,10,5/23/2013,5/28/2013,1653.52,149.01,46.10775905,176,1490.1,0,1152.76,246.8516343,1492.3,11527.6,118.62,141.61,10.3,10.05,150.7373737,114.8397153,56.7,10.061174,37.05,33.7,3.398381968,26.67,6.971551599,0.901168416,1653.52,water,slickwater,FALSE,sand,5,901.1684165,6.971551599,1.38920135,FALSE,TRUE,NA,NA,0,0,0,0,-92.22996833,81.75735057,-1156.203751,1930.416237,13.13112291,FALSE,0
28070-0,28070,0,967.1,-1194.108485,541124.4714,6312031.647,horizontal,7/1/2016,9/1/2019,57702,0,5832.5,0,19,6/27/2016,6/30/2016,1705.473684,88.63157895,3.818238778,90,1684,0,706.9315789,127.7036154,951.7,13431.7,83.37368421,81,12.1,10.47368421,132.1805556,71.06948058,57.6,3.889060982,46.05789474,31.7,0.64807407,31,7.875641896,0.987408962,1705.473684,water,slickwater,FALSE,sand,3,987.4089619,7.875641896,1.48573854,FALSE,FALSE,155.7768516,26709-0,3,10,11,11,-37.68936291,84.71521566,-1248.289025,2014.124793,55.71681353,TRUE,4
28112-0,28112,0,1044.7,-1068.703067,543077.3761,6315246.539,horizontal,2/1/2018,9/1/2019,31227.2,0,5985.7,412.2,17,1/25/2018,1/28/2018,1424.4,157.5294118,26.68594585,175,2678,0,1721.629412,641.4204177,2843.3,29267.7,0.1,83.77647059,12,11.65294118,284.33,149.6589765,46.53,5.683253327,39.02058824,31.32,NA,31.32,20.54738837,1.880089862,1424.4,water,slickwater,FALSE,sand,3,1880.089862,20.54738837,1.245868079,FALSE,FALSE,206.9801675,31359-0,6,24,24,24,-36.4513096,90.55662495,-1220.094841,2170.173814,62.17895296,FALSE,0
28201-0,28201,0,990.1,-885.0994074,546203.0384,6354598.109,horizontal,3/1/2014,12/1/2018,15863.1,0,4729.4,247.9,10,2/20/2014,3/5/2014,1768,175,0,175,1750,0,1180.19,68.17743925,1303.4,11801.9,114.5,153.9,10.7,10.17,130.34,116.1328326,62.6,4.443272068,59.04,22.3,1.424234687,20.52,6.675282805,0.989819005,1768,water,slickwater,TRUE,sand,13,989.8190045,6.675282805,2.877192982,FALSE,FALSE,29.53826284,29358-0,2,4,9,9,-72.34896959,73.45071453,-926.1813861,1660.433961,96.71864834,FALSE,0
28202-2,28202,2,992.3,-771.9129677,549196.0636,6347598.535,horizontal,11/1/2013,9/1/2019,74729.9,0,28016.3,4461.4,11,10/22/2013,10/28/2013,2033.081818,123.8454545,33.25785211,173.9,1362.3,0,1646.972727,153.6767002,1987.4,18116.7,112.5818182,163.6363636,9.5,8.718181818,218.3956044,189.3255349,58.4,4.458699362,53,28.8,1.636070681,25.85454545,8.910954708,0.670066491,2033.081818,water,slickwater,FALSE,sand,6,670.0664911,8.910954708,2.049929677,FALSE,TRUE,NA,NA,0,0,0,0,-50.69386814,72.01135816,-977.5544336,1648.056058,102.4309258,FALSE,0
28210-0,28210,0,939.5,-1220.077415,542437.5273,6301234.752,horizontal,11/1/2013,9/1/2019,58456.6,0,1430.8,1.2,10,8/29/2013,9/4/2013,1959.04,151,50.81557067,200,1510,0,1514.13,393.6800677,1872.3,15141.3,128.44,173.89,9.8,8.14,240.3472222,183.9669504,60,6.019496103,53.71,34.6,0.843603382,33.05,7.728938664,0.770785691,1959.04,water,slickwater,FALSE,sand,6,770.785691,7.728938664,1.625113464,FALSE,FALSE,215.354276,28211-0,1,1,1,1,69.84683521,94.45866186,-1416.21309,2126.025586,142.4168838,FALSE,0
28211-0,28211,0,939.3,-1296.7654,542445.5761,6300996.015,horizontal,11/1/2013,9/1/2019,63183.1,0,2371.6,1.1,13,8/26/2013,8/28/2013,1399.215385,107.4676923,64.48013133,300.6,1397.08,0,713.3307692,294.5320056,1435.7,9273.3,99.01538462,93.38076923,12,10.86923077,119.6416667,65.10637632,52,4.297062205,37.98461538,33.5,0.675106829,32.69230769,6.627500027,0.99847387,1399.215385,water,slickwater,FALSE,sand,2,998.47387,6.627500027,1.161882353,FALSE,FALSE,215.354276,28210-0,1,1,1,1,71.34890797,94.58876249,-1419.051168,2128.404125,143.5255794,FALSE,0
28239-0,28239,0,985.9,-940.7524419,561974.0419,6301024.685,horizontal,11/1/2013,8/1/2019,13364.9,0,2921.4,1208.1,21,9/24/2013,11/2/2013,1614.3,55.96571429,13.84690166,60,1175.28,0,496.9428571,119.4451321,664.8,10435.8,0.5,76.82380952,11.2,9.552380952,76.52777778,50.93136417,33.6,2.41956934,30.12,#NAME?,NA,NA,6.464597658,0.728043115,1614.3,water,slickwater,FALSE,sand,39,728.0431147,6.464597658,NA,FALSE,FALSE,1845.201068,29256-0,0,8,8,8,-59.63640809,72.31922899,-1198.027941,1863.33243,2.782167375,FALSE,0
28449-3,28449,3,996.2,-1128.773788,557361.5973,6313574.719,horizontal,9/1/2014,9/1/2019,26299.3,0,3165.3,34.6,8,8/4/2014,8/8/2014,1881.625,139.5,16.570197,155,1116,0,1124.625,107.1710082,1289.8,8997,165.125,194.75,10,8.625,142.1267606,131.373672,53.01,3.768670664,45.7725,26.9,0.840811683,24.9875,4.781505348,0.593104365,1881.625,water,slickwater,FALSE,sand,4,593.1043646,4.781505348,1.831815908,FALSE,FALSE,2542.474746,28450-0,0,5,6,6,-107.5694517,75.91834432,-1093.410152,1895.967455,-20.95169908,FALSE,0
28450-0,28450,0,996.1,-1061.602581,556139.6418,6315798.241,horizontal,8/1/2014,9/1/2019,58579.5,0,2268.7,27.7,7,8/10/2014,8/12/2014,1786.714286,146.1428571,15.12645113,155,1023,0,1195.885714,120.0591442,1382.8,8371.2,186.2142857,203.5714286,10.1,9.214285714,152.1025641,130.7948917,56.6,5.946638907,52.55142857,28.7,0.851888658,27.42857143,4.685248261,0.572559367,1786.714286,water,slickwater,FALSE,sand,2,572.5593668,4.685248261,1.9159375,FALSE,FALSE,4513.685062,28758-0,0,6,6,6,-101.6675752,76.14947801,-1091.106722,1868.497674,-10.39323914,FALSE,0
28459-2,28459,2,1109.7,-1061.292018,530710.8511,6336224.907,horizontal,3/1/2014,9/1/2019,92079.6,0,6166.9,20.7,9,10/19/2013,10/28/2013,1603.777778,157.2222222,38.65804502,175,1415,0,1381.666667,193.7988648,1689,12435,111.7777778,158.6388889,10,9.266666667,216.5384615,151.5701545,49.2,7.23066387,37,28.5,2.223610677,23.12222222,7.753567965,0.882291811,1603.777778,water,slickwater,FALSE,sand,9,882.291811,7.753567965,1.600192215,FALSE,FALSE,47.0505186,28663-0,2,4,7,7,-60.08331104,80.01798885,-1124.727215,1938.300603,87.55293126,FALSE,0
28506-0,28506,0,1015.7,-979.9437963,552857.9745,6328798.334,horizontal,12/1/2013,9/1/2019,18752.8,0,4093.4,792,9,8/17/2013,9/6/2013,1767.322222,153.8877778,61.78086006,229.68,1384.99,0,974.6888889,382.4592019,1397.7,8772.2,128.1222222,176.4388889,12.1,10.58888889,122.6052632,83.73375022,40.7,3.309498116,34.85555556,32.1,3.566666667,22.58888889,4.963554404,0.78366581,1767.322222,water,slickwater,FALSE,sand,20,783.6658095,4.963554404,1.543039843,FALSE,FALSE,2170.686651,29227-0,0,2,4,4,-61.28292907,71.36938348,-1066.010327,1734.247941,55.29418124,FALSE,0
28588-2,28588,2,956.7,-1085.171846,562095.808,6314141.888,horizontal,9/1/2015,9/1/2019,35225.3,0,5124.6,23,18,9/14/2015,9/16/2015,1904.711111,59.23111111,7.046239622,61.11,1066.16,0,384.0944444,72.77669692,555.8,6913.7,147.6111111,93.06944444,6,5.755555556,104.8679245,67.73068508,54.53,5.865020407,42.67055556,26.7,9.544165791,4.137777778,3.629789294,0.559748927,1904.711111,water,slickwater,FALSE,sand,2,559.7489266,3.629789294,10.31243287,FALSE,FALSE,4777.851683,28449-3,0,1,11,11,-62.02001693,68.76996926,-1113.660703,1836.696494,22.63591654,FALSE,0
28610-0,28610,0,996.7,-926.7110309,557266.1458,6328160.771,horizontal,12/1/2013,9/1/2019,35941.5,0,4436.7,1773.7,11,10/8/2013,10/10/2013,1607.127273,143.1818182,22.61335084,150,1575,0,936.9,145.882391,1075.5,10305.9,91.42727273,133.1909091,10.5,9.845454545,107.55,94.62664161,57.8,8.646165729,38.27272727,27.5,2.700538667,22.60909091,6.412622183,0.980009503,1607.127273,water,slickwater,FALSE,sand,2,980.0095031,6.412622183,1.692802573,FALSE,FALSE,3384.600752,29227-0,0,2,2,2,-90.38658608,78.17597495,-1020.8732,1754.126572,21.49713382,FALSE,0
28638-0,28638,0,923.1,-1104.060476,552967.0287,6311948.371,horizontal,4/1/2014,9/1/2019,145906.5,0,4157.1,5042.2,11,3/14/2014,3/29/2014,2017,175,0,175,1925,0,1398.363636,184.2412944,1637,15382,119.5,161.5909091,9.9,9.563636364,194.8809524,147.0477852,67.4,4.759297122,60.50909091,29.2,0.598027059,28.58181818,7.626177491,0.954387705,2017,water,slickwater,FALSE,sand,15,954.3877045,7.626177491,2.117048346,FALSE,FALSE,17.01113758,28769-0,2,2,2,2,-79.05360524,79.37893084,-1152.023618,1837.517065,7.559698906,FALSE,0
28640-0,28640,0,995.2,-1135.706641,556531.4411,6308498.912,horizontal,8/1/2013,7/1/2014,4176.2,0,615.3,458.4,13,7/26/2013,8/10/2013,1414.307692,50.99230769,75.84812085,176.9,662.9,0,887.8230769,722.6246561,2558.1,11541.7,108.8076923,91.34615385,9.4,6.015384615,625.75,169.6895107,61.5,2.263704701,59.35384615,55,10.91429902,37.57692308,8.160671163,0.468709888,1414.307692,water,slickwater,FALSE,sand,15,468.709888,8.160671163,1.579529171,FALSE,FALSE,23.11840448,28865-0,1,1,1,1,-91.43508928,76.33221123,-1144.935741,1883.830421,-13.22854766,TRUE,6
28648-0,28648,0,1048.3,-1177.897629,540952.6896,6314057.967,horizontal,9/1/2013,9/1/2019,75372.4,0,3517.6,1325.5,11,9/12/2013,9/21/2013,1825.363636,149.5,46.8054484,195,1644.5,0,1486.527273,218.9799858,1834,16351.8,124.8636364,144.5454545,10,8.690909091,203.7777778,171.4024239,52.7,6.298224858,38.88181818,28.7,0.95289034,27.1,8.958105483,0.90091638,1825.363636,water,slickwater,FALSE,sand,9,900.9163803,8.958105483,1.434753438,FALSE,FALSE,75.70159155,28840-0,1,2,3,3,-61.32580872,83.52145338,-1212.512168,1995.007011,36.1932805,FALSE,0
28662-0,28662,0,996.3,-1170.278922,560862.2125,6305393.45,horizontal,9/1/2013,7/1/2019,14160.8,0,1525.5,676.7,14,8/7/2013,8/20/2013,1654.657143,76.83714286,72.87536425,175,1075.72,0,1318.621429,719.8181963,2177.9,18460.7,112.1571429,102.3928571,9.8,7.135714286,268.7402597,173.8650557,61.1,6.489691742,53.29285714,62,8.939555881,34.42142857,11.15681281,0.650116554,1654.657143,water,slickwater,FALSE,sand,13,650.1165541,11.15681281,1.548246524,FALSE,FALSE,12.30281412,28849-0,2,2,4,4,-46.16221719,77.01012611,-1189.661058,1862.202441,24.11002605,TRUE,8
