"","x","y","first_order_residual","isotherm","paleozoic_structure","raw_montney_top","third_order_residual"
"12573",561292.810995538,6312155.60747765,-62.4136425162892,71.2476789593586,-1129.22392458793,1849.43849677122,19.3865417459446
"12574",561792.810995538,6312155.60747765,-56.4345779622245,70.3537671543031,-1132.89725624621,1845.27925943168,25.0678635041823
"12575",562292.810995538,6312155.60747765,-51.8220664412508,69.5945332295252,-1135.20441026294,1841.15041141532,29.3825967224613
"12576",562792.810995538,6312155.60747765,-48.4936088639088,69.1563708952244,-1136.22790716815,1837.07918203216,32.4132393660531
"12577",563292.810995538,6312155.60747765,-46.1070877311664,69.3528148524891,-1136.30982786507,1833.06763382517,34.5019130804176
"12578",563792.810995538,6312155.60747765,-44.5606578840374,70.3604134403041,-1135.55204683271,1829.12412276354,35.7504611890581
"12579",564292.810995538,6312155.60747765,-43.710164498849,72.1037253881511,-1134.09871248679,1825.24058035754,36.3030399531735
"12580",564792.810995538,6312155.60747765,-43.3929599578541,74.1608282687994,-1132.11244975507,1821.38688826135,36.32229966807
"12581",565292.810995538,6312155.60747765,-43.5269694282088,75.7929752476255,-1129.67537675058,1817.50232384447,35.8903124200145
"12582",565792.810995538,6312155.60747765,-43.9797304168339,76.2808047595478,-1126.91992167448,1813.48703009782,35.1395443375575
"12583",566292.810995538,6312155.60747765,-44.6590009406322,74.8358268270137,-1123.93832285325,1809.20483244475,34.1622384106245
